DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
222000920,09/04/2022 0:00,09/04/2022 0:00,1148,20,Olympic,2053,1,761,BRANDISH WEAPON,1822 1300 0432 0334 1402,32,F,W,102,SIDEWALK,311,HAMMER,IC,Invest Cont,761,998,,,3400    SAN MARINO                   ST,,34.0545,-118.3066
240506785,03/13/2024 0:00,03/13/2024 0:00,1615,5,Harbor,516,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1310 1822 0430,55,F,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,230,,,,1300 N  MARINE                       AV,,33.7888,-118.2645
201914928,09/25/2020 0:00,08/26/2020 0:00,1200,19,Mission,1967,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,9400    SANDUSKY                     AV,,34.2412,-118.432
232014008,08/12/2023 0:00,08/12/2023 0:00,2350,20,Olympic,2021,1,310,BURGLARY,1609 0321 1822,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,500    LORRAINE                     BL,,34.0653,-118.32
231404817,01/23/2023 0:00,01/23/2023 0:00,245,14,Pacific,1416,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0447 0329,0,X,X,219,CLEANER/LAUNDROMAT,310,CONCRETE BLOCK/BRICK,AA,Adult Arrest,740,,,,INTERCEPTOR,AIRPORT,34.0101,-118.4474
221711000,07/06/2022 0:00,07/06/2022 0:00,825,17,Devonshire,1745,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1266 1822 0421,37,M,B,402,MARKET,511,VERBAL THREAT,IC,Invest Cont,930,,,,18000    CHATSWORTH                   ST,,34.2645,-118.5264
211508640,04/29/2021 0:00,03/13/2021 0:00,2359,15,N Hollywood,1539,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0913 0360 0551 0522 0400,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,5800    WHITNALL                     HY,,34.1761,-118.3616
232106186,02/28/2023 0:00,02/28/2023 0:00,1339,21,Topanga,2139,2,624,BATTERY - SIMPLE ASSAULT,0448 1258,11,F,B,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7300    WINNETKA                     AV,,34.2035,-118.571
211214615,06/26/2021 0:00,06/26/2021 0:00,2320,12,77th Street,1255,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1206 0913 0400 0408 0416 0319 1814 2000 2002,38,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1100 W  76TH                         ST,,33.971,-118.2962
220805213,01/17/2022 0:00,12/01/2021 0:00,1,8,West LA,893,2,354,THEFT OF IDENTITY,0100 1202 0930 0928,61,M,C,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,2700    GREENFIELD                   AV,,34.0333,-118.4279
232004199,01/06/2023 0:00,01/06/2023 0:00,1700,20,Olympic,2026,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0445 0432 1822 2004,38,M,A,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,,,BERENDO,4TH,34.0674,-118.2941
201508923,04/18/2020 0:00,04/18/2020 0:00,1800,15,N Hollywood,1527,2,888,TRESPASSING,1822 0314 1414 1601 0906 1602 1607,37,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,,,,6000    VINELAND                     AV,,34.1849,-118.3746
212018667,12/23/2021 0:00,12/23/2021 0:00,1120,20,Olympic,2042,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 2032,34,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 S  GRAMERCY                     PL,,34.0544,-118.3132
230716392,10/28/2023 0:00,10/27/2023 0:00,2000,7,Wilshire,745,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1000 S  CLOVERDALE                   AV,,34.0573,-118.348
211211147,04/28/2021 0:00,04/15/2021 0:00,800,12,77th Street,1203,1,121,"RAPE, FORCIBLE",2021 0913 1309 0522 0527 0532 0516 1259,15,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,1500 W  45TH                         ST,,34.0028,-118.3057
220107352,02/27/2022 0:00,02/10/2022 0:00,2225,1,Central,181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2032,27,F,K,742,"SPORTS VENUE, OTHER",,,IC,Invest Cont,341,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
232011537,06/11/2023 0:00,06/06/2023 0:00,1830,20,Olympic,2019,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 1601 1606 0344 0352,35,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,100 S  VIRGIL                       AV,,34.0735,-118.2868
211704022,01/01/2021 0:00,01/01/2021 0:00,200,17,Devonshire,1782,1,310,BURGLARY,1602,0,X,X,717,HEALTH SPA/GYM,,,IC,Invest Cont,310,,,,19400    NORDHOFF                     WY,,34.232,-118.561
210212271,07/22/2021 0:00,07/22/2021 0:00,620,2,Rampart,237,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0400 1609 0329 0445,0,X,X,503,HOTEL,312,PIPE/METAL PIPE,IC,Invest Cont,740,,,,1600 W  3RD                          ST,,34.0621,-118.2619
201209509,03/18/2020 0:00,03/18/2020 0:00,545,12,77th Street,1243,1,310,BURGLARY,1609 0325,21,M,O,120,STORAGE SHED,,,IC,Invest Cont,310,,,,6400 S  WESTERN                      AV,,33.9814,-118.3089
230608541,04/16/2023 0:00,04/15/2023 0:00,1845,6,Hollywood,638,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,25,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,FRANKLIN,ARGYLE,34.1052,-118.3252
212017166,11/17/2021 0:00,11/13/2021 0:00,1915,20,Olympic,2022,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 0906 1822,54,M,K,108,PARKING LOT,,,IC,Invest Cont,740,,,,S  ST ANDREWS                   PL,WILSHIRE                     BL,34.0655,-118.3114
231320762,11/17/2023 0:00,11/17/2023 0:00,2300,13,Newton,1307,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,59,M,H,101,STREET,,,IC,Invest Cont,420,,,,AGATHA                       ST,STANFORD,34.0379,-118.2456
221804197,01/03/2022 0:00,01/01/2022 0:00,1515,18,Southeast,1804,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 1822,87,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,900 E  88TH                         ST,,33.9574,-118.2586
211510494,06/14/2021 0:00,06/11/2021 0:00,1915,15,N Hollywood,1513,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,62,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,12500    RAYMER                       ST,,34.202,-118.405
240208120,03/25/2024 0:00,03/24/2024 0:00,1700,2,Rampart,201,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,AA,Adult Arrest,510,,,,700 N  KENMORE                      AV,,34.0836,-118.297
230121048,10/02/2023 0:00,08/01/2023 0:00,800,1,Central,134,2,860,BATTERY WITH SEXUAL CONTACT,0400 0416 1802 0522 0531,37,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,300 S  SPRING                       ST,,34.0502,-118.2487
200713496,09/04/2020 0:00,09/04/2020 0:00,1940,7,Wilshire,732,1,761,BRANDISH WEAPON,1822 0334 2004,37,F,H,103,ALLEY,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,761,,,,600 S  FAIRFAX                      AV,,34.0665,-118.3662
210314239,08/10/2021 0:00,08/10/2021 0:00,1135,3,Southwest,395,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 1309 0325 0104,20,X,X,408,AUTO SUPPLY STORE*,,,IC,Invest Cont,442,,,,4000 S  WESTERN                      AV,,34.0104,-118.3089
220811317,06/28/2022 0:00,06/28/2022 0:00,1252,8,West LA,849,2,888,TRESPASSING,1501,54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,1100 S  WOOSTER                      ST,,34.0571,-118.3825
230708296,04/08/2023 0:00,04/08/2023 0:00,1,7,Wilshire,787,2,354,THEFT OF IDENTITY,1822,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2300    CRENSHAW                     BL,,34.0375,-118.335
211514415,09/11/2021 0:00,09/11/2021 0:00,2250,15,N Hollywood,1566,1,510,VEHICLE - STOLEN,,0,,,301,GAS STATION,,,IC,Invest Cont,510,,,,10900    RIVERSIDE                    DR,,34.1523,-118.3682
211819984,11/13/2021 0:00,11/13/2021 0:00,1330,18,Southeast,1802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0394 1822,39,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,100 W  88TH                         ST,,33.9572,-118.2739
240116733,08/13/2024 0:00,08/13/2024 0:00,730,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
230516152,11/23/2023 0:00,11/12/2023 0:00,1300,5,Harbor,525,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,66,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,300    ISLAND                       AV,,33.7725,-118.2658
221711908,08/03/2022 0:00,08/01/2022 0:00,1530,17,Devonshire,1761,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 2032,71,F,B,401,MINI-MART,,,IC,Invest Cont,440,,,,21400    NORDHOFF                     ST,,34.2448,-118.6134
220125314,11/28/2022 0:00,11/27/2022 0:00,2145,1,Central,139,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609 1218,23,M,H,101,STREET,,,AA,Adult Arrest,330,,,,800 E  4TH                          PL,,34.0454,-118.2333
200608655,04/03/2020 0:00,03/23/2020 0:00,1200,6,Hollywood,622,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0432 0913 0443,24,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,,,,1800 N  FULLER                       AV,,34.1034,-118.349
200517191,11/28/2020 0:00,11/28/2020 0:00,1500,5,Harbor,511,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0503 0515 0556 0522 0913,34,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1600    256TH                        ST,,33.7915,-118.3043
220808624,04/23/2022 0:00,04/23/2022 0:00,930,8,West LA,811,1,330,BURGLARY FROM VEHICLE,0344 1822,32,M,W,101,STREET,,,IC,Invest Cont,330,,,,500    LOS LIONES                   DR,,34.046,-118.5593
220105465,12/27/2021 0:00,12/27/2021 0:00,1812,1,Central,138,1,330,BURGLARY FROM VEHICLE,1414 1609 1822 0329 1307 0344,42,M,J,101,STREET,,,IC,Invest Cont,330,,,,600 E  3RD                          ST,,34.0461,-118.2395
210609009,04/27/2021 0:00,04/27/2021 0:00,2000,6,Hollywood,645,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,7000 W  SUNSET                       BL,,34.098,-118.342
200409302,05/28/2020 0:00,05/27/2020 0:00,1900,4,Hollenbeck,463,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,29,M,W,101,STREET,,,IC,Invest Cont,331,,,,300 N  STATE                        ST,,34.0483,-118.2163
232013302,07/26/2023 0:00,07/26/2023 0:00,1014,20,Olympic,2005,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1307 0329,38,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 N  KINGSLEY                     DR,,34.0822,-118.3034
231210303,04/16/2023 0:00,04/16/2023 0:00,2350,12,77th Street,1267,2,625,OTHER ASSAULT,0917 0601 1822 0444 1309,19,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,8500 S  FIGUEROA                     ST,,33.9611,-118.2827
230717204,11/15/2023 0:00,11/15/2023 0:00,800,7,Wilshire,762,1,310,BURGLARY,0344 0358,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,,1500    HI POINT                     ST,,34.0501,-118.3692
232009749,04/03/2023 0:00,04/01/2023 0:00,1500,20,Olympic,2099,1,480,BIKE - STOLEN,0344 1822,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,20TH                         ST,ELLENDALE                    PL,34.0382,-118.2894
211516529,10/21/2021 0:00,10/20/2021 0:00,1738,15,N Hollywood,1522,2,928,THREATENING PHONE CALLS/LETTERS,1912,0,M,W,723,PRIVATE SCHOOL/PRESCHOOL,511,VERBAL THREAT,IC,Invest Cont,928,946,,,6400    COLDWATER CANYON             AV,,34.1936,-118.4166
211007025,04/10/2021 0:00,04/10/2021 0:00,430,10,West Valley,1004,1,110,CRIMINAL HOMICIDE,0913 0553,3,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,8000    RESEDA BL NU,,34.2146,-118.5317
201611930,08/13/2020 0:00,08/13/2020 0:00,520,16,Foothill,1675,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8300    SUNLAND                      BL,,34.2225,-118.3662
210620480,12/17/2021 0:00,12/16/2021 0:00,1930,6,Hollywood,643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FRANKLIN,SIERRA BONITA,34.1035,-118.3534
241107068,03/29/2024 0:00,03/27/2024 0:00,2300,11,Northeast,1183,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,40,F,W,101,STREET,,,IC,Invest Cont,331,,,,2100    BRANDEN                      ST,,34.0875,-118.2586
200111064,04/28/2020 0:00,04/27/2020 0:00,2140,1,Central,105,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1307,0,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,BROADWAY,BERNARD,34.0668,-118.2359
200310408,04/24/2020 0:00,04/24/2020 0:00,2130,3,Southwest,315,2,624,BATTERY - SIMPLE ASSAULT,0561 0416 0446,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2200 W  ADAMS                        BL,,34.0327,-118.3152
221917902,12/13/2022 0:00,12/12/2022 0:00,1045,19,Mission,1999,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,29,M,H,101,STREET,,,IC,Invest Cont,740,,,,WOODMAN                      AV,STAGG                        ST,34.2131,-118.4309
211005640,02/24/2021 0:00,02/23/2021 0:00,1900,10,West Valley,1061,1,310,BURGLARY,0344 1822 1609 0358 0375,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,19500    VENTURA                      BL,,34.1728,-118.5578
210122974,12/29/2021 0:00,12/29/2021 0:00,2040,1,Central,162,1,220,ATTEMPTED ROBBERY,1822 0344 2032 0400 0417,33,F,H,709,PUBLIC RESTROOM(INDOORS-INSIDE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,700 S  GRAND                        AV,,34.0469,-118.2569
220606306,02/19/2022 0:00,02/18/2022 0:00,1400,6,Hollywood,648,2,624,BATTERY - SIMPLE ASSAULT,1202 1822 0305 0416 0446,68,F,W,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WESTERN                      AV,HOLLYWOOD                    BL,34.1018,-118.3093
220212646,06/30/2022 0:00,06/27/2022 0:00,1230,2,Rampart,233,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CORONADO                     ST,COUNCIL                      ST,34.0706,-118.2749
221100505,01/05/2022 0:00,01/04/2022 0:00,1915,11,Northeast,1123,2,946,OTHER MISCELLANEOUS CRIME,2004 1402,37,M,H,108,PARKING LOT,,,IC,Invest Cont,946,998,,,3100    LOS FELIZ                    BL,,34.1207,-118.2641
241608086,05/08/2024 0:00,05/08/2024 0:00,1500,16,Foothill,1641,2,662,"BUNCO, GRAND THEFT",0800 1822,57,F,H,101,STREET,,,IC,Invest Cont,662,,,,VAN NUYS,LAUREL CANYON,34.2588,-118.4321
212007504,03/31/2021 0:00,03/30/2021 0:00,1900,20,Olympic,2044,1,330,BURGLARY FROM VEHICLE,0321 0344 0358 1307 1609 1822,31,M,H,101,STREET,,,IC,Invest Cont,330,,,,8TH,HARVARD,34.0577,-118.3042
230916369,11/15/2023 0:00,10/13/2023 0:00,1030,9,Van Nuys,985,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0325,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,4200    MURIETTA                     AV,,34.1465,-118.4383
202018322,12/13/2020 0:00,12/13/2020 0:00,655,20,Olympic,2002,1,310,BURGLARY,1822 0358 0421 0445 0416 0432 0363 2004,73,M,F,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,500 N  ST ANDREWS                   PL,,34.0799,-118.3113
201222905,10/18/2020 0:00,10/18/2020 0:00,1645,12,77th Street,1235,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0913 0421 0422 1814 0602,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930,,,,1200 W  59TH                         PL,,33.9867,-118.2965
241811386,07/14/2024 0:00,07/13/2024 0:00,2200,18,Southeast,1862,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 E  120TH                        ST,,33.9237,-118.2716
221116527,11/20/2022 0:00,11/19/2022 0:00,1845,11,Northeast,1151,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,0,M,W,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,956,,,,4800 W  SUNSET                       BL,,34.0982,-118.294
201308607,03/24/2020 0:00,03/17/2020 0:00,1432,13,Newton,1331,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,3200 S  MAIN                         ST,,34.0201,-118.2717
210905332,02/04/2021 0:00,02/02/2021 0:00,240,9,Van Nuys,909,2,354,THEFT OF IDENTITY,1822,38,F,W,101,STREET,,,AA,Adult Arrest,354,,,,SHERMAN                      WY,WOODMAN                      AV,34.2012,-118.4312
230705903,02/11/2023 0:00,02/10/2023 0:00,2230,7,Wilshire,743,1,330,BURGLARY FROM VEHICLE,1609 0358 0344 1822 1307,50,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,5900    WILSHIRE                     BL,,34.0626,-118.3578
231805428,01/28/2023 0:00,01/24/2023 0:00,1427,18,Southeast,1822,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0385 1822,49,M,B,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,9900 S  BROADWAY,,33.9465,-118.2781
232113013,08/17/2023 0:00,08/17/2023 0:00,1510,21,Topanga,2146,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1813 2000,24,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6900    ALABAMA                      AV,,34.1956,-118.599
231809162,04/17/2023 0:00,04/16/2023 0:00,1845,18,Southeast,1861,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,49,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,11900    ORCHARD                      AV,,33.9251,-118.2881
230604612,01/14/2023 0:00,01/14/2023 0:00,1600,6,Hollywood,678,2,623,BATTERY POLICE (SIMPLE),1212 1822 0400 0356,0,X,X,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,623,,,,700 N  WESTERN                      AV,,34.0835,-118.3091
210512357,08/06/2021 0:00,08/05/2021 0:00,2148,5,Harbor,519,2,624,BATTERY - SIMPLE ASSAULT,0446 0416 0913 1310 1820,48,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,ALAMEDA                      ST,O                            ST,33.7935,-118.2406
230410249,07/11/2023 0:00,07/09/2023 0:00,2000,4,Hollenbeck,415,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SICHEL                       ST,AVENUE 28,34.0793,-118.2132
200121494,11/24/2020 0:00,11/24/2020 0:00,145,1,Central,162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 2004,37,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,9TH                          ST,HOPE                         ST,34.0451,-118.2604
210306024,02/12/2021 0:00,02/12/2021 0:00,330,3,Southwest,332,2,860,BATTERY WITH SEXUAL CONTACT,0913 1218 0550,50,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,BUCKINGHAM                   RD,EXPOSITION                   BL,34.0235,-118.3405
210908561,04/26/2021 0:00,04/26/2021 0:00,40,9,Van Nuys,963,1,330,BURGLARY FROM VEHICLE,0321 1822 1420 1302 0344 1300 1607,40,M,B,101,STREET,,,IC,Invest Cont,330,,,,14900    MAGNOLIA                     BL,,34.1649,-118.4585
231016291,11/25/2023 0:00,11/25/2023 0:00,320,10,West Valley,1033,1,761,BRANDISH WEAPON,0334 1822 0605 2004,46,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,761,,,,18600    TOPHAM                       ST,,34.1807,-118.5382
231009901,06/02/2023 0:00,06/02/2023 0:00,1312,10,West Valley,1083,1,310,BURGLARY,0344 1609 0358 1822 0329 0352 0209,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19200    ROSITA                       ST,,34.155,-118.551
230305067,01/23/2023 0:00,01/21/2023 0:00,2130,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3700    MCCLINTOCK                   AV,,34.0197,-118.2905
242107540,04/01/2024 0:00,04/01/2024 0:00,1640,21,Topanga,2126,1,761,BRANDISH WEAPON,0913 0603 0443,47,F,H,103,ALLEY,207,OTHER KNIFE,JO,Juv Other,761,930,,,7600    DE SOTO                      AV,,34.2083,-118.5885
201506672,02/24/2020 0:00,02/24/2020 0:00,40,15,N Hollywood,1548,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 0329,0,M,O,124,BUS STOP,,,IC,Invest Cont,740,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759
200710315,06/11/2020 0:00,05/30/2020 0:00,2007,7,Wilshire,723,1,310,BURGLARY,1822 1609 0344 0325 0601,59,M,O,406,OTHER STORE,,,IC,Invest Cont,310,,,,8100    BEVERLY                      BL,,34.0761,-118.3658
220606773,02/28/2022 0:00,02/26/2022 0:00,2100,6,Hollywood,663,2,624,BATTERY - SIMPLE ASSAULT,0400 1822 0416,25,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1000 N  MANSFIELD                    AV,,34.0889,-118.3405
242008219,04/10/2024 0:00,04/09/2024 0:00,2018,20,Olympic,2027,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 1822,36,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,3300    WILSHIRE                     BL,,34.0636,-118.296
241500625,03/19/2024 0:00,03/19/2024 0:00,1100,15,N Hollywood,1583,1,310,BURGLARY,1822 0344 2304 1606 1609 0352 0321 0326 1402,66,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,310,998,,,4100    COLFAX                       AV,,34.1434,-118.3876
220614875,08/19/2022 0:00,08/15/2022 0:00,1200,6,Hollywood,638,2,662,"BUNCO, GRAND THEFT",1822 0800 0344,33,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,5700    FRANKLIN                     AV,,34.1053,-118.3137
231415101,08/01/2023 0:00,07/29/2023 0:00,1200,14,Pacific,1488,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,5800    INTERCEPTOR                  ST,,33.9553,-118.3827
231615495,12/31/2023 0:00,12/31/2023 0:00,15,16,Foothill,1637,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,59,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,8200    JAYSEEL                      ST,,34.2655,-118.3123
230619529,12/30/2023 0:00,12/30/2023 0:00,30,6,Hollywood,667,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0400 0444,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1200    TAMARIND                     AV,,34.0926,-118.3191
